"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"562",562,30,2,1,NA,NA,NA,NA,NA,4,4,5,5,6,4.8,5,4,5,4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,5,3,5,5,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",563,25,1,5,NA,NA,NA,NA,NA,5,5,5,3,3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,0,1.6,1,1,1,3,4
"564",564,25,2,5,NA,NA,NA,NA,NA,2,3,3,2,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",565,30,1,4,3,3.33333333333333,1.66666666666667,3,1.33333333333333,5,5,6,3,3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",566,61,2,5,2.33333333333333,3,1.33333333333333,3.66666666666667,1.66666666666667,5,5,5,5,5,5,4,4,4,4,5,4.2,4,4,5,5,5,4.6,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,3,3,5,3,5,3.8,NA,NA,NA,NA,NA,NA,5,4,5,4,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,6,4
"567",567,25,1,5,3.33333333333333,4,3,2,0.333333333333333,3,4,4,4,6,4.2,NA,NA,NA,NA,NA,NA,2,4,4,4,0,2.8,3,3,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",568,29,2,1,4,2.33333333333333,1.33333333333333,1.66666666666667,0.666666666666667,1,1,1,1,0,0.8,2,2,1,3,0,1.6,2,2,1,2,0,1.4,1,2,2,3,0,1.6,1,1,0,2,0,0.8,0,1,0,2,0,0.6,0,1,0,2,0,0.6,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,NA,NA,NA,NA,NA,NA,0,1,1,2,0,0.8,0,3,5,4,4
"569",569,18,2,5,2,4,2.33333333333333,3.66666666666667,1.33333333333333,5,4,5,5,2,4.2,5,5,5,5,4,4.8,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",570,33,2,1,4,3.33333333333333,2,4,1.66666666666667,3,3,4,3,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",571,34,2,6,2.66666666666667,3.33333333333333,2.66666666666667,3.33333333333333,0.666666666666667,5,4,5,4,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",572,19,1,5,3,3,1,2.66666666666667,2.66666666666667,2,4,3,2,1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",573,25,1,8,1.66666666666667,1.66666666666667,1.33333333333333,3,2.66666666666667,4,5,4,5,5,4.6,5,6,4,5,4,4.8,3,4,4,4,3,3.6,4,4,4,5,3,4,4,5,3,4,2,3.6,3,5,2,2,2,2.8,3,5,3,3,2,3.2,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,3,5,3,3,3,3.4,2,5,0,1,1,1.8,2,2,1,3,6
"574",574,33,1,6,1.66666666666667,2,1.66666666666667,2.66666666666667,1.66666666666667,4,3,3,3,2,3,NA,NA,NA,NA,NA,NA,3,4,2,3,2,2.8,4,3,3,4,3,3.4,4,2,3,3,4,3.2,3,4,3,4,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2.6,3,4,3,3,4,3.4,4,3,2,4,5
"575",575,26,1,6,3.33333333333333,3.33333333333333,2,3,2,3,6,3,6,0,3.6,3,3,1,3,0,2,1,3,1,3,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",576,45,2,6,3,3.66666666666667,2.33333333333333,3.33333333333333,0.666666666666667,4,5,6,4,2,4.2,5,4,4,4,2,3.8,5,5,5,5,2,4.4,5,5,5,3,3,4.2,5,4,5,5,2,4.2,4,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",577,23,1,6,2.66666666666667,2.66666666666667,4,4,0,2,3,3,4,2,2.8,3,3,3,2,2,2.6,3,4,4,4,2,3.4,4,5,4,4,2,3.8,4,5,5,4,4,4.4,5,5,5,5,5,5,4,5,5,4,1,3.8,NA,NA,NA,NA,NA,NA,4,5,4,4,1,3.6,5,5,5,4,5,4.8,5,5,5,4,4,4.6,5,4,1,5,7
"578",578,32,2,5,1.66666666666667,1.66666666666667,0.333333333333333,2,2.66666666666667,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",579,54,2,1,2.33333333333333,1.66666666666667,2,2.66666666666667,2.33333333333333,4,2,2,2,3,2.6,1,1,3,4,2,2.2,2,2,3,3,1,2.2,4,4,3,3,2,3.2,4,3,3,3,2,3,2,2,2,3,1,2,4,3,3,3,1,2.8,NA,NA,NA,NA,NA,NA,4,5,4,4,2,3.8,4,4,4,4,2,3.6,5,3,3,5,4,4,4,1,1,5,6
"580",580,39,2,1,NA,NA,NA,NA,NA,0,0,0,3,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,6,0,2,4,1,3,2,7
"581",581,31,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",582,38,2,2,2.66666666666667,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,3,3,3,5,5,3.8,3,3,3,4,4,3.4,3,3,3,5,5,3.8,3,3,3,4,4,3.4,3,3,3,5,5,3.8,4,3,3,5,6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",583,35,2,4,3.66666666666667,3.33333333333333,3,3.33333333333333,2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",584,32,2,2,1,3,0,3.33333333333333,2.33333333333333,0,2,1,1,0,0.8,0,0,2,0,0,0.4,0,0,1,2,0,0.6,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0.2,1,1,2,0,0,0.8,1,1,3,1,1,1.4,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0.4,0,0,2,0,0,0.4,0,0,0,0,0,0,1,2,5,6,3
"585",585,23,2,1,2.66666666666667,1.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,6,6,2,3,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",586,43,2,2,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",587,62,2,2,2,4,0.333333333333333,3,0,5,5,6,6,5,5.4,5,4,5,6,6,5.2,5,4,5,6,6,5.2,5,4,6,6,5,5.2,5,5,6,6,6,5.6,5,5,6,6,6,5.6,5,5,6,6,5,5.4,NA,NA,NA,NA,NA,NA,5,4,5,6,5,5,5,4,6,6,5,5.2,6,5,6,6,6,5.8,6,5,3,4,6
"588",588,25,3,5,2.66666666666667,2.33333333333333,1.33333333333333,3.33333333333333,3.33333333333333,5,5,5,5,3,4.6,3,4,4,4,4,3.8,3,3,4,3,3,3.2,3,5,5,5,4,4.4,4,4,4,4,3,3.8,3,4,5,4,4,4,3,5,4,4,3,3.8,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,4,4,4,4.2,4,4,5,4,3,4,2,5,5,4,3
"589",589,38,2,2,NA,NA,NA,NA,NA,4,3,2,3,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",590,33,2,2,3,1.66666666666667,1.33333333333333,3.66666666666667,1.66666666666667,3,3,3,4,5,3.6,2,1,3,5,4,3,3,3,4,4,5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",591,58,2,2,3.33333333333333,3.33333333333333,1.66666666666667,3.66666666666667,1,3,3,4,5,4,3.8,3,3,3,5,5,3.8,3,4,5,5,4,4.2,2,3,4,5,5,3.8,3,3,4,4,4,3.6,1,3,3,5,3,3,0,1,2,5,3,2.2,NA,NA,NA,NA,NA,NA,2,3,3,4,3,3,3,3,4,4,4,3.6,3,3,5,5,5,4.2,2,3,4,4,6
"592",592,42,2,1,2.66666666666667,2,1.66666666666667,2.33333333333333,1.33333333333333,5,4,4,5,4,4.4,4,4,5,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",593,40,2,8,3.33333333333333,3,1.33333333333333,3.66666666666667,1.33333333333333,2,2,3,3,2,2.4,4,3,3,3,4,3.4,3,3,3,3,5,3.4,3,2,3,3,4,3,2,2,3,3,4,2.8,3,3,3,3,6,3.6,3,3,4,4,4,3.6,NA,NA,NA,NA,NA,NA,3,3,4,4,4,3.6,4,4,4,4,5,4.2,4,5,6,5,5,5,2,3,1,3,7
"594",594,44,2,2,3.33333333333333,2,1,2.33333333333333,3.66666666666667,0,1,3,3,0,1.4,0,2,2,3,0,1.4,NA,NA,NA,NA,NA,NA,0,0,2,2,1,1,NA,NA,NA,NA,NA,NA,3,2,5,5,3,3.6,0,1,1,2,0,0.8,NA,NA,NA,NA,NA,NA,4,3,4,4,2,3.4,1,2,3,4,3,2.6,2,2,4,4,2,2.8,4,3,5,5,5
"595",595,38,2,2,3.66666666666667,3,0.333333333333333,3.33333333333333,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",596,35,2,2,3.33333333333333,2.66666666666667,1,4,1,4,4,5,3,2,3.6,4,6,5,4,2,4.2,2,4,4,5,1,3.2,2,1,4,2,2,2.2,2,4,3,2,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,4,2,3.4,2,3,1,6,7
"597",597,30,1,1,3.33333333333333,0.666666666666667,1.33333333333333,2.66666666666667,2.66666666666667,1,1,1,1,1,1,2,2,3,1,1,1.8,2,1,2,1,1,1.4,1,0,1,1,1,0.8,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,1,2,2,3,1,0,1.6,1,1,5,2,6
"598",598,21,2,1,NA,NA,NA,NA,NA,1,1,3,2,4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",599,40,1,1,4,4,3.66666666666667,3,2.33333333333333,5,4,5,4,4,4.4,5,5,5,5,5,5,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",600,50,2,2,2,2.66666666666667,1.66666666666667,3.33333333333333,1.33333333333333,3,3,3,4,1,2.8,3,2,3,4,3,3,3,3,3,4,3,3.2,3,3,3,4,2,3,3,3,2,4,2,2.8,2,3,2,4,2,2.6,2,3,2,3,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",601,35,2,2,1,3.66666666666667,0.333333333333333,3,3,0,0,2,0,0,0.4,0,0,0,2,0,0.4,1,0,2,2,0,1,1,0,2,1,0,0.8,0,0,0,2,0,0.4,0,0,1,2,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",602,26,1,8,4,3,2.33333333333333,4,0,6,6,6,6,4,5.6,5,5,5,5,3,4.6,6,6,6,6,4,5.6,4,4,4,4,3,3.8,5,5,5,5,4,4.8,5,5,6,6,4,5.2,4,4,5,5,3,4.2,NA,NA,NA,NA,NA,NA,5,5,6,6,4,5.2,6,6,6,6,4,5.6,5,5,5,5,3,4.6,2,2,1,2,7
"603",603,66,2,1,3.33333333333333,4,3.33333333333333,4,0.666666666666667,5,5,5,4,5,4.8,5,5,6,5,6,5.4,5,5,6,6,6,5.6,5,5,6,5,5,5.2,5,5,5,5,6,5.2,5,5,5,4,5,4.8,5,5,5,6,6,5.4,NA,NA,NA,NA,NA,NA,5,6,5,5,6,5.4,5,5,6,5,5,5.2,5,5,5,0,5,4,6,5,5,6,6
"604",604,34,2,1,3.33333333333333,2.33333333333333,0.666666666666667,3.66666666666667,1.66666666666667,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",605,33,1,2,2.33333333333333,1,1.33333333333333,1,3,2,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",606,33,1,1,NA,NA,NA,NA,NA,2,0,3,1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",607,53,2,2,4,3.66666666666667,1,3.66666666666667,2.33333333333333,3,3,4,4,3,3.4,5,4,5,5,3,4.4,4,4,5,5,3,4.2,5,4,5,4,2,4,4,4,5,3,3,3.8,4,5,4,5,3,4.2,4,4,5,4,3,4,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,5,4,5,5,3,4.4,4,4,5,5,3,4.2,2,1,3,3,5
"608",608,33,1,1,3,4,3,2,0.666666666666667,4,3,3,4,2,3.2,2,3,4,4,2,3,2,3,3,3,2,2.6,3,2,4,3,3,3,3,3,4,3,1,2.8,3,3,4,4,2,3.2,2,3,5,3,1,2.8,NA,NA,NA,NA,NA,NA,3,3,4,4,1,3,3,3,4,3,1,2.8,4,5,3,2,0,2.8,2,3,5,1,5
"609",609,27,2,2,2.66666666666667,1.33333333333333,3,1.66666666666667,3.66666666666667,5,4,4,5,5,4.6,6,5,5,5,5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",610,23,1,1,2.33333333333333,4,1,3.33333333333333,1,1,1,2,1,0,1,0,3,1,0,0,0.8,2,3,3,1,0,1.8,0,2,2,0,0,0.8,0,4,3,1,0,1.6,0,4,1,0,0,1,0,3,3,2,0,1.6,NA,NA,NA,NA,NA,NA,0,3,1,0,0,0.8,0,3,1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",611,37,2,2,NA,NA,NA,NA,NA,4,4,4,4,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",613,32,1,1,NA,NA,NA,NA,NA,5,4,6,5,6,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",614,25,1,2,2.33333333333333,2.33333333333333,0,2,2.33333333333333,1,2,1,1,2,1.4,2,1,2,2,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,1.4,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2.2,NA,NA,NA,NA,NA,NA,2,2,3,2,1,2,2,2,3,3,2,2.4,2,2,3,3,2,2.4,3,2,5,5,6
"615",615,31,2,2,3.66666666666667,2,1,3,2.33333333333333,3,3,1,0,0,1.4,2,3,3,1,0,1.8,1,3,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",616,27,1,1,2.33333333333333,3,2.33333333333333,3,2.33333333333333,5,5,5,5,5,5,5,5,5,5,3,4.6,6,6,6,6,3,5.4,3,3,4,4,3,3.4,6,6,6,5,2,5,6,5,5,6,1,4.6,6,6,6,3,0,4.2,NA,NA,NA,NA,NA,NA,3,5,5,5,4,4.4,6,6,6,4,2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",617,41,2,1,3.66666666666667,2,3,3.33333333333333,1.33333333333333,6,6,6,6,6,6,5,6,6,6,6,5.8,1,3,3,3,3,2.6,3,3,4,4,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4.8,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5.8,4,4,6,4,6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,38,2,5,2.66666666666667,4,1,3,1.66666666666667,5,5,6,6,6,5.6,NA,NA,NA,NA,NA,NA,5,5,6,6,6,5.6,6,6,5,6,6,5.8,6,6,6,6,6,6,5,6,5,6,6,5.6,4,5,6,6,6,5.4,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5.8,5,6,6,6,6,5.8,5,6,6,6,6,5.8,2,3,3,6,7
"619",619,30,1,2,1,3,1,1,2.33333333333333,4,4,3,3,2,3.2,3,3,2,2,1,2.2,3,3,3,3,1,2.6,2,3,3,3,1,2.4,3,3,3,3,1,2.6,3,3,3,3,1,2.6,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2.6,4,4,4,4,1,3.4,3,3,3,4,0,2.6,2,3,0,7,4
"620",620,36,1,1,NA,NA,NA,NA,NA,6,5,6,5,6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
