id.deid,T1_Age,T1_Gender,T1_Ethnicity,T6_BFI_agreeable,T6_BFI_conscientious,T6_BFI_open,T6_BFI_extraversion,T6_BFI_neurotic,T1_SWL_1,T1_SWL_2,T1_SWL_3,T1_SWL_4,T1_SWL_5,T1_SWL_Mean,T2_SWL_1,T2_SWL_2,T2_SWL_3,T2_SWL_4,T2_SWL_5,T2_SWL_Mean,T3_SWL_1,T3_SWL_2,T3_SWL_3,T3_SWL_4,T3_SWL_5,T3_SWL_Mean,T4_SWL_1,T4_SWL_2,T4_SWL_3,T4_SWL_4,T4_SWL_5,T4_SWL_Mean,T5_SWL_1,T5_SWL_2,T5_SWL_3,T5_SWL_4,T5_SWL_5,T5_SWL_Mean,T6_SWL_1,T6_SWL_2,T6_SWL_3,T6_SWL_4,T6_SWL_5,T6_SWL_Mean,T7_SWL_1,T7_SWL_2,T7_SWL_3,T7_SWL_4,T7_SWL_5,T7_SWL_Mean,T8_SWL_1,T8_SWL_2,T8_SWL_3,T8_SWL_4,T8_SWL_5,T8_SWL_Mean,T9_SWL_1,T9_SWL_2,T9_SWL_3,T9_SWL_4,T9_SWL_5,T9_SWL_Mean,T10_SWL_1,T10_SWL_2,T10_SWL_3,T10_SWL_4,T10_SWL_5,T10_SWL_Mean,T11_SWL_1,T11_SWL_2,T11_SWL_3,T11_SWL_4,T11_SWL_5,T11_SWL_Mean,T11_LifeSatisf_Change_1,T11_LifeSatisf_Change_2,T11_LifeSatisf_Change_3,T11_LifeSatisf_Change_4,T11_LifeSatisf_Change_5
647,41,2,2,3.666666667,4,2.666666667,2,1.333333333,3,4,3,2,4,3.2,3,5,4,4,2,3.6,NA,NA,NA,NA,NA,NA,2,4,3,2,2,2.6,3,4,3,2,2,2.8,3,4,4,3,2,3.2,3,4,4,3,2,3.2,3,4,3,3,2,3,3,4,3,3,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,39,1,2,1.666666667,3.666666667,2,2.333333333,2.666666667,1,4,3,3,5,3.2,3,4,4,4,2,3.4,0,0,3,3,2,1.6,2,4,3,3,2,2.8,0,3,3,3,2,2.2,2,4,3,3,3,3,0,4,3,3,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,4,2.6,3,3,3,4,4
649,33,2,1,NA,NA,NA,NA,NA,1,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,34,2,1,NA,NA,NA,NA,NA,3,2,3,3,1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,34,1,4,NA,NA,NA,NA,NA,1,4,1,2,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,35,1,1,2.333333333,4,2.666666667,1,1.666666667,0,0,1,1,3,1,0,0,2,2,3,1.4,NA,NA,NA,NA,NA,NA,0,1,2,2,5,2,0,2,2,4,5,2.6,1,1,1,2,5,2,0,0,1,2,5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,4,1.8,0,0,1,2,3,1.2,4,5,5,4,4
653,42,1,2,1.666666667,2.666666667,1.666666667,1.333333333,1,3,4,4,5,2,3.6,3,3,2,2,1,2.2,2,4,3,4,2,3,3,4,3,2,1,2.6,2,2,1,4,3,2.4,2,4,5,2,0,2.6,1,2,2,1,0,1.2,NA,NA,NA,NA,NA,NA,2,3,3,4,1,2.6,1,3,3,3,1,2.2,3,4,1,2,5,3,5,5,5,3,6
654,68,2,2,NA,NA,NA,NA,NA,6,5,5,5,4,5,5,5,3,6,5,4.8,5,5,5,6,5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,36,2,2,3.333333333,4,2,1.666666667,1.666666667,5,6,5,5,6,5.4,5,5,6,5,6,5.4,5,5,6,5,6,5.4,6,6,6,5,6,5.8,5,6,5,5,5,5.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,1,4,6
656,68,1,1,3.333333333,4,4,3.333333333,0,2,2,3,5,1,2.6,2,1,5,6,1,3,2,2,2,5,3,2.8,2,2,5,5,1,3,2,1,4,5,1,2.6,2,2,5,6,1,3.2,2,2,4,6,1,3,4,2,5,5,1,3.4,4,2,5,6,2,3.8,2,1,1,5,1,2,2,1,4,5,1,2.6,6,1,3,5,4
657,28,2,8,3.333333333,4,3,1.333333333,0,3,3,3,6,0,3,1,1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,0,2,2,2,3,3,0,2,1,2,3,3,0,1.8,1,1,1,1,0,0.8,NA,NA,NA,NA,NA,NA,3,3,3,3,0,2.4,2,2,3,4,0,2.2,5,4,4,4,7
658,43,1,2,2.333333333,4,3.666666667,2.666666667,0.333333333,0,0,1,2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,1,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,0,0,0,1,1,0,0.4,0,0,0,0,0,0,0,0,1,1,0,0.4,4,4,1,3,4
659,28,1,2,1.666666667,0.666666667,1.666666667,0.333333333,3.333333333,1,1,1,1,0,0.8,1,1,3,0,0,1,0,1,1,0,0,0.4,0,1,1,1,0,0.6,0,2,1,0,0,0.6,0,1,0,0,0,0.2,0,1,1,0,0,0.4,0,1,1,0,0,0.4,1,1,0,1,1,0.8,1,1,1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,63,2,1,3.333333333,0.666666667,3.333333333,1.666666667,1,3,1,4,5,1,2.8,4,4,4,4,2,3.6,4,4,3,4,1,3.2,4,4,4,4,1,3.4,NA,NA,NA,NA,NA,NA,4,4,5,5,1,3.8,4,4,5,5,1,3.8,4,4,5,5,1,3.8,4,2,5,5,1,3.4,4,3,5,5,1,3.6,5,4,5,5,1,4,4,4,3,3,5
661,59,2,2,NA,NA,NA,NA,NA,1,1,2,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,55,1,2,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,59,2,1,NA,NA,NA,NA,NA,3,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,47,2,1,2.666666667,4,3,3,0.666666667,4,4,4,4,5,4.2,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,29,2,1,NA,NA,NA,NA,NA,1,0,0,1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,38,2,2,3,2,1.666666667,1.666666667,0.666666667,6,6,5,6,5,5.6,2,2,2,3,2,2.2,5,5,6,6,5,5.4,NA,NA,NA,NA,NA,NA,5,5,6,6,6,5.6,5,5,5,6,6,5.4,4,4,4,5,6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,27,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,38,1,2,NA,NA,NA,NA,NA,2,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,26,1,2,NA,NA,NA,NA,NA,4,5,5,2,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,3,1,2,1,3,5,2.4,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,29,2,4,NA,NA,NA,NA,NA,3,4,4,3,4,3.6,4,4,4,3,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,3.8,3,4,4,4,3,3.6,4,4,4,4,4,4,3,4,4,3,3,3.4,3,3,3,4,5
671,61,1,2,3.666666667,2,3,0.333333333,0.333333333,5,4,5,4,6,4.8,4,4,4,3,6,4.2,4,2,3,5,6,4,4,2,4,5,6,4.2,5,2,4,5,6,4.4,5,0,5,5,6,4.2,5,2,5,3,6,4.2,5,2,5,5,6,4.6,4,3,4,4,6,4.2,4,3,4,4,6,4.2,4,2,5,5,6,4.4,3,5,1,7,3
672,54,1,2,2.333333333,2,3.333333333,1.666666667,2.333333333,1,3,1,2,0,1.4,2,3,1,2,0,1.6,1,3,2,2,0,1.6,2,3,2,2,0,1.8,2,4,1,2,0,1.8,2,5,1,2,0,2,1,5,2,1,0,1.8,NA,NA,NA,NA,NA,NA,1,4,1,1,0,1.4,1,4,1,1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,40,1,2,NA,NA,NA,NA,NA,4,3,4,5,1,3.4,0,1,2,4,0,1.4,1,3,2,5,0,2.2,2,5,1,5,0,2.6,2,3,1,6,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,36,1,2,NA,NA,NA,NA,NA,3,3,3,2,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,3.6,4,4,4,4,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,48,1,2,NA,NA,NA,NA,NA,4,4,2,4,5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,28,1,5,NA,NA,NA,NA,NA,3,2,2,1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,54,1,2,NA,NA,NA,NA,NA,0,0,0,1,5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,41,1,2,NA,NA,NA,NA,NA,5,4,5,4,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4.2,4,4,4,5,4,4.2,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,28,2,2,NA,NA,NA,NA,NA,5,4,5,4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,6,5,5,5,5,6,6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,32,1,1,NA,NA,NA,NA,NA,6,5,6,5,5,5.4,6,5,5,4,6,5.2,6,5,6,5,5,5.4,6,5,6,5,5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,24,1,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,52,1,2,3.333333333,3.333333333,3,1.666666667,1,3,3,4,4,4,3.6,3,3,4,4,1,3,4,4,5,5,5,4.6,4,4,5,5,5,4.6,4,4,6,5,4,4.6,4,4,6,5,5,4.8,4,4,5,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5.2,4,3,2,3,3
683,44,1,2,3.666666667,3.666666667,3.333333333,2.333333333,0.333333333,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,45,1,2,NA,NA,NA,NA,NA,6,6,5,5,6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,37,2,2,NA,NA,NA,NA,NA,5,4,3,5,2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,61,2,2,2.666666667,2.666666667,3.666666667,1,1.333333333,4,3,5,5,2,3.8,2,3,3,5,2,3,3,4,5,3,2,3.4,2,2,5,5,2,3.2,2,4,4,4,1,3,2,2,4,4,2,2.8,4,2,5,5,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,39,1,2,NA,NA,NA,NA,NA,4,4,4,4,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,46,1,1,3,4,3.666666667,3.333333333,0.333333333,5,5,5,6,4,5,5,5,6,5,5,5.2,4,5,5,5,4,4.6,5,5,5,5,4,4.8,5,5,6,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4.8,5,5,6,5,4,5,5,6,5,5,4,5,6,6,6,6,5,5.8,5,5,6,5,4,5,5,3,1,5,7
689,47,1,2,NA,NA,NA,NA,NA,4,4,4,3,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,46,2,2,3.666666667,4,3.666666667,0.666666667,2,2,2,4,5,1,2.8,2,2,5,5,2,3.2,1,1,1,3,2,1.6,0,0,0,3,2,1,1,1,1,1,1,1,2,2,2,3,2,2.2,1,1,1,4,1,1.6,1,1,1,3,1,1.4,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,2,2,3,3,2,2.4,0,1,3,6,6
691,34,2,1,2.666666667,2.333333333,3.333333333,2,1.666666667,1,3,3,2,2,2.2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,2,3.6,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,26,2,8,NA,NA,NA,NA,NA,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,27,1,4,NA,NA,NA,NA,NA,0,2,1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,33,1,2,NA,NA,NA,NA,NA,3,3,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,3,3,3,3,4,4,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,34,2,1,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,4,5,5,5,3,4.4,4,5,4,4,3,4,3,4,4,4,2,3.4,3,4,4,3,3,3.4,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,59,2,2,3,2,1,1.333333333,2.666666667,5,5,6,6,4,5.2,5,4,6,6,4,5,5,4,5,5,1,4,5,5,5,4,2,4.2,4,4,5,6,5,4.8,3,3,3,5,4,3.6,5,5,5,5,2,4.4,5,5,5,5,2,4.4,5,5,5,5,4,4.8,5,5,5,5,2,4.4,4,4,5,6,5,4.8,5,5,2,6,7
697,27,1,2,NA,NA,NA,NA,NA,4,3,3,3,2,3,3,4,4,6,1,3.6,4,0,5,5,5,3.8,NA,NA,NA,NA,NA,NA,5,0,3,1,3,2.4,NA,NA,NA,NA,NA,NA,1,4,2,1,4,2.4,NA,NA,NA,NA,NA,NA,5,0,4,4,2,3,5,3,1,5,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,66,1,2,NA,NA,NA,NA,NA,3,4,4,4,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,2,4,4,4,5,5,2,4,4,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,31,1,2,NA,NA,NA,NA,NA,2,2,3,2,3,2.4,2,3,3,2,3,2.6,NA,NA,NA,NA,NA,NA,3,3,2,1,3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,48,1,2,NA,NA,NA,NA,NA,3,4,1,4,2,2.8,4,5,3,4,3,3.8,4,4,2,2,3,3,4,5,2,4,1,3.2,4,5,1,3,2,3,NA,NA,NA,NA,NA,NA,4,4,2,4,1,3,4,5,2,4,2,3.4,3,5,1,4,1,2.8,4,4,2,4,1,3,3,3,1,4,0,2.2,1,5,5,5,5
701,65,1,2,NA,NA,NA,NA,NA,5,4,5,5,0,3.8,4,5,5,5,4,4.6,5,5,6,5,0,4.2,6,5,6,6,0,4.6,5,4,6,5,0,4,NA,NA,NA,NA,NA,NA,5,4,6,6,0,4.2,5,5,6,6,0,4.4,5,5,6,6,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,44,2,2,2.666666667,1.666666667,2.333333333,0.666666667,3.333333333,2,2,2,4,5,3,1,1,4,5,5,3.2,2,2,3,4,4,3,1,2,3,2,5,2.6,2,3,3,4,5,3.4,2,2,3,4,4,3,2,2,4,5,5,3.6,3,2,3,2,4,2.8,1,2,4,3,3,2.6,1,1,3,3,4,2.4,2,2,3,4,4,3,3,3,3,7,4
703,23,2,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,55,1,2,2.333333333,3.666666667,1.666666667,1,1,4,4,5,5,4,4.4,5,4,5,5,4,4.6,4,4,5,5,4,4.4,4,4,5,5,4,4.4,4,3,5,4,4,4,4,4,5,5,4,4.4,4,3,5,4,4,4,4,4,4,5,4,4.2,4,3,5,5,4,4.2,3,2,3,4,3,3,4,4,5,4,4,4.2,2,3,1,3,5
705,27,1,2,NA,NA,NA,NA,NA,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,53,1,2,2.333333333,3.666666667,2.333333333,1,0,6,6,6,6,6,6,5,6,5,5,6,5.4,5,6,6,5,5,5.4,5,5,5,5,5,5,5,5,5,6,5,5.2,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,5,5,5.2,5,5,5,5,5,5,5,6,6,5,5,5.4,6,6,6,6,6,6,3,3,3,4,4
707,26,1,2,NA,NA,NA,NA,NA,4,3,4,3,4,3.6,4,3,5,2,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,34,1,2,NA,NA,NA,NA,NA,2,3,3,4,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
